Hole,Depth (c. mbsf ,Core (-R),Section (-W),Interval (top),Interval (bottom),,Achilleadonium biformoides,Achomosphaera alcicornu,Achomosphaera crassipellis,Achomosphaera ramulifera,Hystrichostrogylon membraniphorum,Adnatosphaeridium vitanum,Aiora fenestrata,Alisocysta circumtabulata,Alisocysta chilensis,Alisocysta margarita,Alisocysta reticulata sp. A,Alisocysta reticulata ,Alterbidinium acutulum,Alterbidinium distinctum,Amphidiadema? sp.,Apectodinium homomorphum, Apectodinium hyperacanthum , Apectodinium parvum , Apectodinium quinquelatum , Apectodinium cf Wetz ,Apectodinium spp. (pars.),Apteodinium australiense,Arachnodinium antarcticum,Areoligera spp., Areoligera senonensis ,Batiacasphaera spp. (pars),Batiacasphaera compta,Batiacasphaera sp. c.f. B. cassicula,Brigantedinium spp.,Brigantedinium? blank,Caligodinium spp,Cannosphaeropsis sp.,Carpatella spp,Cassidium fragile,Cassidium filosum,Cerebrocysta bartonensis,Cerebrocysta wr small,Cerebrocysta minima,Cerebrocysta delicata,Cerodinium depressum,Cerodinium indet.,Cerodinium debielii,Cerodijnium depressum,Cerodinium sp. A,Cerodinium sp. A 'small' ,Cerodinium speciosum,Cerodinium striata,Circulodinium compactum,Cleistosphaeridium placacanthum,Cleistosphaeridium polypetellum,Cleistosphaeridium diversispinosum,Cordosphaeridium fibrospinosum,Cordosphaeridium minimum,Corrudinium obscurum,Corrudinium regulare,Corrudinium incompositum,Cribroperidinium spp. ,Damassadinium californicum,Danea crassimurata,Dapsilidinium spp.,Deflandrea antarctica,Deflandrea convexa,Deflandrea cygniformis,Deflandrea denticulata,Deflandrea foveolata,Deflandrea oebisfeldensis,Deflandrea phosphoritica,Deflandrea/ Cerodinium spp. (pars.),Deflandrea sp. A,Deflandrea indet.,Diconodinium sp.,diconodinium psilate large,Diconodinium granulate,Dinopterygium sp. A,Dinogymnium,Diphyes colligerum,Elytrocysta brevis,Elytrocysta druggii,Distatodinium paradoxum,Dracodinium waipawaense,Eocladopyxis spp. (pars),"Eocladopyxis sp. A Bijl et al., 2013",Enneadocysta multicornuta,Enndeadocysta partridgei,Enneadocysta pectiniformis,Enneadocysta cf robusta,Exochosphaeridium bifidum,Fibrocysta bipolaris, Fibrocysta spp. ,Fibrocysta sp. A,Florentinia mantellii,Florentinia reichartii,Froomea,Gelatia inflata,Gerdiocysta spp.,Glaphyrocysta delicata,Glaphyrocysta spp. (pars),Glaphyrocysta ordinata,Glaphyrocysta inticata,Glaphyrocysta divaricata,Glaphyrocysta exuberans,Glaphyrocysta pastielsii,Glaphyrocysta retiintexta,Hafniasphaera septata,Heteraolacocysta spp.,Homotryblium oceanicum,Hemiplacophora semilunifera,Hystiocysta verrucosa,Hystiocysta palla,Homotryblium tasmaniense,Hystrichokolpoma pusillum,Hystrichokolpoma bullatum,Hystrichokolpoma spp. (pars.),Hystrichokolpoma rigaudiae,Hystrichokolpoma spinosum,Hystrichokolpoma truncatum,Hystrichosphaeridium ?truswelliae,Hystrichosphaeridium ?tubiferum,Hystrichosphaeropsis spp.,Impagidinium aculeatum,Impagidinium cassiculum,Impagidinium crassimuratum,Impagidinium dispertitum,Impagidinium maculatum,Impagidinium agremom,Impagidinium paradoxum,Impagidinium parvireticulatum,Impagidinium velorum,Impagidinium victorianum,Impagidinium crouchiae,Impagidinium waipawaensis,Impagidinium spp. (pars.),Impletosphaeridium spp.,Isabellidinium spp.,Kallosphaeridium,Kenleyia spp.,Kisselovia coleothrypta,Kisselovia edwardsii,Lejeunecysta hyalina,Lejeunecysta rotundata,Lentinia serrata,Leptodinium pustulatum,Lingulodinium machaerophorum,Lophocysta spp.,Manumiella spp.,Manumiella seymourensis,Manumiella rotunda,Melitasphaeridium speudorecurvatum,Membranophoridium perforatum,Membranosphaera spp.,Microdinium spp.,microdinium? sp. A,Muratodinium finbriatum,Nelsoniella spp.,Nematosphaeropsis labirinthus,Ochetodinium spp.,Octodinium askiniae,Odontochitina operculata,Oligosperidium spp.,Operculodinium centrocarpum,Operculodinium? sp. A,"Operculodinium sp. A Brinkhuis, 2003",Operculodinium spp. pars.,Palaeocystodinium australinum,Palaeocystodinium golzowense,Palaeoperidinium pyrophorum,Palaeotetradinium minisculum,Pentadinium laticinctum,Phthanoperidinium crenulatum,Phthanoperidinium sp.,Phthanoperidium echinatum,Phthanoperidinium comatum,Phthanoperidnium sp A houben 748,Polysphaeridium spp.,Protoperidinium sp. A,Pyxidinopsis waipawaensis,Pyxidinopsis sp. A,Pyxidinopsis meadensis,Reticulatosphaera actinocoronata,Rhombodinium spp.,Rottnestia borussica,Samlandia delicata,Samlandia septata,Schematophora speciosa,Selenopemphix spp.,Senegalinium sp. A brown,Senegalinium sp. B transparent,Senegalinium/Alterbidium indet.,Senegalinium bicavatum,Senegalinium dilwynense,Senoniasphaera inronata,Spinidinium sp. A,Spinidinium densispinatum,Spinidinium macmurdoense,Spinidinium schellenbergii,Spiniferella cornuta,Spiniferites spp. (pars.),Spiniferites ramosus,Spiniferites sp. A Brinkhuis 2003,Spiniferites sp. B Brinkhuis 2003,Stoveracysta kakanuensis,Stoveracysta ornata,subtilisphaera,Tanyosphaeridium spp.,Tectatodinium,Thalassiphora delicata,Thalassiphora pelagica,Trithyrodinium evittii ,Trithyrodinium vermiculatum?,Turbiosphaera filosa,Turbiosphaera galeata,Vozzhennikovia apertura,Vozzhennikovia angulata,Vozzhennikovia röhliae,Vozzhennikovia stickleyae,Vozzhennkovia netrona,Vozzhennikovia spp. (pars.),Wetzelliella astra,Wetzeliella samlandica,Wilsonidium ornatum,Wilsonidium echinosuturatum,total dinoflagellates,,Impagidinium spp.,Cerebrocysta group,Spiniferites group,Operculodinium spp.,Cordosphaeridium fibrospinosum group,Cleistosphaeridium spp.,Batiacasphaera,Diphyes colligerum,Hystrichosphaeridium spp.,"Elytrocysta, Microdinium spp.",Alisocysta/Schematophora,Hystrichokolpoma,Glaphyrocysta group,Enneadocysta spp.,Wetzeliellioids,Palaeoperidinium pyrrophorum,Palaeocystodinium spp.,Spinidinium spp.,Vozzhennikovia spp.,Deflandrea group,Manumiella spp.,Phthanoperidinium spp,Senegalinium group,Goniodomids,Protoperidinium spp.,other,,,"%Group cf. Frieling & Sluijs, 2018",Spiniferites cpx,Cordosphaeridium cpx,Areoligera cpx,Operculodinium,Lingulodinium,Proximal G-cysts Apical,Proximal G-cysts Precingular,Hystrichosphaeridium,Hystrichokolpoma,Cleistosphaeridium,Epicystal Goniodomids,Impagidinium,Florentinia reichartii,Diphyes,Apectodinium,Hafniasphaera,Senegalinium (inclusive),Senegalinium (exclusive),"Phth, Spini & Vozz.",Cerodinium & Deflandrea,Protoperidinioids,Hex-P,Thermophiles,Open Marine,Octodinium askinae,SUM,%endemic,acritarchs,bisaccate,nothofagus,other pollen,spores,sporomorphs unspecified,T/T+M
1172D,601.26,14,4,40,42,PKB,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,6,,,,,2,,,,,,1,,,2,,,,,,,,,,,,,49,,,,,,,,3,,40,,,1,,,,,,,,,,,,4,,,,,,,,,,232,,10,5,41,6,8,0,0,0,7,39,0,0,0,0,2,0,2,3,4,53,0,1,49,2,0,0,,,,17.67,3.45,0.00,2.59,0.00,16.81,2.16,3.02,0.00,0.00,0.86,4.31,0.00,0.00,0.86,0.00,47.41,24.57,24.57,22.84,0.00,47.41,1.72,25.43,0.00,99,60,8,6,0,0,0,,0.03
1172D,602.60,14,5,10,12,PKB,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,5,,,,1,3,,,,,,,,16,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,133,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,3,27,,,,,,,,4,,9,,,,,,,,,,,,,,,16,,,,,,,,,,253,,3,6,20,2,9,1,0,0,6,133,0,0,1,0,0,0,0,4,16,20,0,1,30,0,1,0,,,,7.91,3.56,0.40,0.79,0.00,52.57,2.37,2.37,0.00,0.40,0.00,1.19,0.00,0.00,0.00,0.00,26.88,18.97,18.97,7.91,1.58,28.46,0.00,9.88,0.00,100,40,31,3,0,3,1,,0.03
1172D,602.90,14,5,40,42,PKB,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,4,,,,,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,3,,,,,2,,,,,,1,,,,,,,,,,,,,,,,38,,,,,,,2,5,,16,,,,,,,,,,,,,,,5,,,,,,,,,,208,,7,12,16,3,8,0,0,0,7,63,0,0,0,0,1,0,2,7,5,37,0,1,39,0,0,0,,,,7.69,3.85,0.00,1.44,0.00,30.29,5.77,3.37,0.00,0.00,0.00,3.37,0.00,0.00,0.48,0.00,42.79,25.00,24.52,17.79,0.00,42.79,0.48,12.98,0.00,99,49,3,2,0,1,0,,0.01
1172D,603.70,14,5,120,122,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,3,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,6,,,,,,,,,,,1,,,,,1,,,,,,,,,,,163,,,,,,,,,,19,,,,,,,,,,,,,,,1,,,,,,,,,,369,,9,6,19,6,5,0,0,3,0,120,0,0,0,0,0,0,0,0,1,36,0,1,163,0,0,0,,,,5.15,1.36,0.00,1.63,0.00,32.52,1.63,0.00,0.00,0.00,0.00,2.44,0.00,0.81,0.00,0.00,54.47,44.72,44.72,9.76,0.00,54.47,0.00,9.21,0.00,100,37,0,1,0,2,0,,0.01
1172D,604.14,14,6,10,12,PKB,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,2,,,,3,2,,,,,,,,11,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,3,,,,,,,6,,,,,,,,,,,118,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,6,,,,2,44,,,,,,,,7,,11,,,,,,,,,,1,,,,,10,,,,,,,,,,242,,5,5,11,2,13,0,0,0,1,118,1,0,0,0,0,0,0,7,10,16,0,0,46,0,7,0,,,,4.55,5.37,0.00,0.83,0.00,49.17,2.07,0.41,0.00,0.00,0.00,2.07,0.00,0.00,0.00,0.00,31.82,25.21,25.21,6.61,3.72,35.54,0.00,7.44,0.00,100,33,45,11,4,23,8,,0.16
1172D,604.44,14,6,40,42,PKB,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,160,,,,,,,,,,,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,78,,,,,,,4,2,,12,,,5,,,,,,,,,,,,1,,,,,,,,,,311,,2,6,17,0,1,0,0,0,7,160,0,0,0,0,0,0,2,6,1,25,0,0,79,2,3,0,,,,5.47,0.32,0.00,0.00,0.00,51.45,1.93,2.25,0.00,0.00,0.64,0.64,0.00,0.00,0.00,0.00,35.69,27.65,27.33,8.04,0.96,36.66,0.64,6.11,0.00,99,32,23,20,5,12,18,,0.15
1172D,604.89,14,6,85,87,PKB,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,23,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,5,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,92,,,,,,,,,,23,,,1,,,,,,,,,,,,1,,,,,,,,,,312,,4,2,24,5,1,0,0,23,8,128,0,0,0,0,1,0,0,0,1,19,0,1,93,2,0,0,,,,7.69,0.32,0.00,1.60,0.00,41.03,0.64,2.56,0.00,0.00,0.64,1.28,0.00,7.37,0.32,0.00,36.22,30.13,30.13,6.09,0.32,36.54,0.96,10.90,0.00,100,20,5,8,0,0,3,,0.03
1172D,605.60,15,1,10,12,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,,,1,,,,,,1,59,,,,,1,11,,101,,,,,,,49,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,1,,,,,,,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,2,,,,,1,,,1,,,1,,,,2,,,,,,,,,,,4,53,28,,,,,,,,,6,,,,,,,,,1,,,,,,5,,,,,,,,,,361,,2,3,6,2,10,0,0,0,18,49,0,0,0,0,0,0,1,0,5,173,0,1,85,2,3,1,,,,1.66,2.77,0.00,0.55,0.55,13.57,0.83,4.99,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,72.02,24.10,24.10,47.92,1.94,73.96,0.00,2.77,0.00,99,166,23,4,1,1,1,,0.02
1172D,605.90,15,1,40,42,PKB,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,74,58,,,,,,,,,,,,,,,60,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,2,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,9,,,1,,,,,,,,,,,,4,,,,,,,,,,280,,3,2,11,0,12,0,0,0,3,60,0,0,0,0,0,0,0,0,4,132,0,0,49,3,1,0,,,,3.93,4.29,0.00,0.00,1.07,21.43,0.71,1.07,0.00,0.00,0.00,1.07,0.00,0.00,0.00,0.00,66.07,18.93,18.93,47.14,0.36,66.43,0.00,5.00,0.00,100,136,9,8,1,3,5,,0.06
1172D,607.10,15,2,10,12,PKB,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,1,,,,,,1,,,,,,1,,,6,,,,,,,90,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,5,,,,2,,,,,,,,,,,15,39,2,,,,,,,,,5,,,,,,,,,1,,,,,,5,,,,,,,,,,198,,2,2,5,7,6,0,0,0,5,90,0,0,0,0,1,0,1,0,5,8,0,5,56,1,4,0,,,,2.53,3.03,0.00,3.54,0.51,45.45,1.01,2.53,0.00,0.00,0.00,1.01,0.00,0.00,0.51,0.00,29.80,25.76,25.76,4.04,9.60,39.39,0.51,7.58,0.00,99,12,45,15,1,7,3,,0.12
1172D,607.40,15,2,40,42,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,40,31,,,,,,,,,,,,,,,82,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,4,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,41,,,,,,,,,,15,,,2,,,,,,,,,,,,2,,,,,,,,,,254,,3,1,17,0,23,1,0,0,0,82,0,0,0,0,0,0,1,0,2,71,0,1,41,6,5,0,,,,6.69,9.06,0.00,0.00,2.36,32.28,0.39,0.00,0.00,0.39,0.00,1.18,0.00,0.00,0.00,0.00,45.28,17.32,17.32,27.95,1.97,47.24,0.00,7.87,0.00,100,73,4,2,0,2,13,,0.06
1172D,608.60,15,3,10,12,PKB,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,1,1,,,,,,1,,7,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,4,,,,,,10,,,,3,,,,,,,,,,,15,76,6,,,,,,,,,8,,,,,,,,,,,,,,,13,,,,,,,,,,301,,6,1,12,9,2,0,0,0,9,124,0,0,0,0,1,0,4,0,13,10,0,10,97,0,3,0,,,,3.99,0.66,0.00,2.99,0.00,41.20,0.33,2.99,0.00,0.00,0.00,1.99,0.00,0.00,0.33,0.00,38.21,34.88,34.88,3.32,5.98,44.19,0.33,9.30,0.00,99,22,83,9,1,9,8,,0.08
1172D,608.90,15,3,40,42,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,52,20,,,,,,,,,,,,,,,56,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,66,,,,,,,2,1,,25,,,1,,,,,,,,,,,,3,,,,,,,,,,250,,1,2,26,0,7,0,0,0,11,56,0,0,1,0,0,0,0,3,3,72,0,0,66,0,2,0,,,,10.40,2.80,0.40,0.00,0.00,22.40,0.80,4.40,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,57.60,28.80,28.80,28.80,0.80,58.40,0.00,10.80,0.00,100,78,0,0,4,0,0,,0.02
1172D,609.30,15,3,80,82,PKB,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,6,,,,,,,,,3,1,,,,,,,,6,,,,,,,64,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,7,,,,31,,,,,,,,,,,6,84,74,,,,,,,,,12,,,,,,,,,,1,,,,,,,,,,,,,,,326,,2,5,13,6,8,0,0,0,11,64,0,0,0,0,4,0,1,0,0,10,0,7,164,0,31,0,,,,3.99,2.45,0.00,1.84,0.00,19.63,1.53,3.37,0.00,0.00,0.00,0.61,0.00,0.00,1.23,0.00,53.68,50.61,50.61,3.07,11.35,65.03,1.23,7.67,0.00,100,10,17,4,2,1,1,,0.02
1172D,610.01,15,4,0,2,AS,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,3,,,,,,,4,,,,,,1,,,,,,,,,,3,22,112,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,286,,4,4,5,3,0,0,0,0,14,105,0,0,0,0,1,0,0,0,0,9,0,4,137,0,0,0,,,,1.75,0.00,0.00,1.05,0.00,36.71,1.40,4.90,0.00,0.00,0.00,1.40,0.00,0.00,0.35,0.00,51.40,48.25,48.25,3.15,1.05,52.45,0.35,4.55,0.00,100,4,7,6,0,0,7,,0.04
1172D,610.21,15,4,20,22,AS,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,6,,2,,,,,1,,,,,,3,,,,,,,,,,1,39,88,,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,1,,,,,294,,0,4,7,6,3,0,0,0,25,109,0,0,0,0,1,0,2,1,1,6,0,1,128,0,0,0,,,,2.38,1.02,0.00,2.04,0.00,37.07,1.36,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,46.26,44.22,44.22,2.04,0.34,46.60,0.34,4.76,0.00,99,4,9,3,0,1,4,,0.03
1172D,610.41,15,4,40,41,AS,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,11,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,175,,,,,,,,,,,,,2,,1,,,,,7,,,,,,3,,,,,,,,,,1,48,56,,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,330,,1,7,7,2,1,0,0,0,11,175,0,0,1,0,1,0,1,1,0,9,0,7,105,0,1,0,,,,2.12,0.30,0.30,0.61,0.00,53.03,2.12,3.33,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,36.67,33.94,33.94,2.73,0.61,37.27,0.30,3.33,0.00,100,2,13,1,0,2,2,,0.01
1172D,610.61,15,4,60,61,AS,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,1,,,,4,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,5,,2,,,,,8,,,,,,1,,,,,,,,,,2,73,165,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,334,,1,4,5,5,2,0,0,0,3,34,0,0,0,0,11,0,2,0,0,18,0,8,240,0,0,1,,,,1.50,0.60,0.00,1.50,0.00,10.18,1.20,0.90,0.00,0.00,0.00,0.30,0.30,0.00,3.29,0.00,79.04,73.65,73.65,5.39,0.60,79.64,3.59,6.59,0.00,99,4,6,4,0,3,4,,0.03
1172D,610.71,15,4,69,70,AS,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,32,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,7,,2,,,,,7,,,,,,1,,,,,,,,,,,92,162,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,355,,1,3,1,7,1,0,0,0,7,18,0,0,1,0,18,0,2,0,0,34,0,7,254,1,0,0,,,,0.28,0.28,0.28,1.97,0.00,5.07,0.85,1.97,0.00,0.00,0.28,0.28,0.00,0.00,5.07,0.00,83.10,73.52,73.52,9.58,0.00,83.10,5.35,7.61,0.00,99,2,7,5,0,9,7,,0.06
1172D,610.82,15,4,80,82,AS,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,20,,,,,,,38,,,,,,,,,,,,,,1,,,,,,,9,,,,,,,,2,,,,,,,,,,,,,,,,,,,,60,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,40,,,,,,,,,,,,,5,,7,,,,,7,,,,,,2,,,,,,,,,,,60,165,,2,,,,,,,10,,,,,,,,,,,,,,,1,,,,,,,,,,440,,1,7,10,5,10,0,0,0,60,40,0,0,2,0,2,0,7,0,1,58,0,7,227,1,2,0,,,,2.27,2.27,0.45,1.14,0.00,9.09,1.59,13.64,0.00,0.00,0.23,0.23,0.00,0.00,0.45,0.00,66.59,53.41,53.41,13.18,0.45,67.05,0.68,4.09,0.00,98,21,14,4,0,1,3,,0.02
1172D,610.90,15,4,89,91,AS,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,15,,,,,1,,30,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,4,,1,,,,,2,1,,,,,1,,,,,,,,,,,42,181,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,348,,0,2,4,4,4,0,0,0,30,14,0,1,0,0,2,0,1,0,3,46,0,3,233,1,0,0,,,,1.15,1.15,0.00,1.15,0.00,4.02,0.57,8.62,0.29,0.00,0.29,0.00,0.00,0.00,0.57,0.00,81.90,68.68,68.68,13.22,0.00,81.90,0.86,2.87,0.00,100,18,8,6,0,5,3,,0.04
1172D,611.00,15,4,99,100,AS,,,1,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,33,,,1,,,,11,,,,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,17,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,36,,,,,,,,,,,,,11,,2,,,,,9,,,,,1,1,,,,,,,,,,,49,227,,49,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,475,,1,3,5,11,10,0,0,0,17,36,0,0,1,0,6,0,2,0,1,45,0,9,325,1,2,0,,,,1.05,2.11,0.21,2.32,0.00,7.58,0.63,3.58,0.00,0.00,0.21,0.21,0.00,0.00,1.26,0.00,80.00,70.53,70.53,9.47,0.42,80.42,1.47,4.84,0.00,100,34,11,4,0,3,4,,0.02
1172D,611.12,15,4,110,112,AS,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,13,,,,,,,,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,11,,,,,,,6,,,,,1,5,,,,,,,,,,,68,197,,12,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,409,,1,7,9,11,26,0,0,0,10,38,0,0,0,0,3,0,0,0,0,20,0,6,277,0,1,0,,,,2.20,6.36,0.00,2.69,0.00,9.29,1.71,2.44,0.00,0.00,0.00,0.24,0.00,0.00,0.73,0.00,74.08,69.19,69.19,4.89,0.24,74.33,0.73,5.87,0.00,100,7,17,4,0,3,1,,0.02
1172D,611.20,15,4,119,120,AS,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,7,1,,,,,,7,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,50,,,,,,,,,,,,,8,,2,,,,,,,,,,,2,,,,,,,,,,,68,113,,14,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,296,,1,3,1,8,8,0,0,0,7,50,0,0,0,0,5,0,2,0,0,15,0,0,195,0,1,0,,,,0.34,2.70,0.00,2.70,0.00,16.89,1.01,2.36,0.00,0.00,0.00,0.34,0.00,0.00,1.69,0.00,70.95,65.88,65.88,5.07,0.34,71.28,1.69,5.07,0.00,99,8,20,10,0,9,7,,0.08
